RowNo,dia,mes,anio,hora,minutos,Fecha_completa,Nombre_mes,Trimestre,Semestre_academico,Es_Periodo_Matricula,Es_Fin_Semestre
2203,15,4,2026,16,5,15-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2204,15,4,2026,17,37,15-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2205,16,4,2026,7,44,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2206,16,4,2026,7,54,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2207,16,4,2026,8,5,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2208,16,4,2026,10,29,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2209,16,4,2026,12,43,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2210,16,4,2026,14,49,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2211,16,4,2026,19,27,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2212,16,4,2026,19,29,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2213,16,4,2026,21,52,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2214,16,4,2026,21,57,16-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2215,17,4,2026,2,15,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2216,17,4,2026,9,44,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2217,17,4,2026,9,45,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2218,17,4,2026,9,49,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2219,17,4,2026,11,13,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2220,17,4,2026,13,28,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2221,17,4,2026,14,0,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2222,17,4,2026,14,59,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2223,17,4,2026,16,56,17-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2224,20,4,2026,8,48,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2225,20,4,2026,8,54,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2226,20,4,2026,9,49,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2227,20,4,2026,11,1,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2228,20,4,2026,14,2,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2229,20,4,2026,16,30,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2230,20,4,2026,17,24,20-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2231,21,4,2026,9,13,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2232,21,4,2026,12,3,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2233,21,4,2026,13,37,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2234,21,4,2026,14,16,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2235,21,4,2026,14,48,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2236,21,4,2026,16,8,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2237,21,4,2026,16,26,21-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2238,22,4,2026,8,37,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2239,22,4,2026,9,17,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2240,22,4,2026,10,25,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2241,22,4,2026,12,10,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2242,22,4,2026,12,54,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2243,22,4,2026,14,29,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2244,22,4,2026,14,33,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2245,22,4,2026,14,49,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2246,22,4,2026,15,18,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2247,22,4,2026,15,22,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2248,22,4,2026,15,28,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2249,22,4,2026,15,29,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2250,22,4,2026,15,38,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2251,22,4,2026,16,30,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2252,22,4,2026,17,49,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2253,22,4,2026,18,16,22-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2254,23,4,2026,7,49,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2255,23,4,2026,8,53,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2256,23,4,2026,9,1,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2257,23,4,2026,9,41,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2258,23,4,2026,10,25,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2259,23,4,2026,11,55,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2260,23,4,2026,12,56,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2261,23,4,2026,15,10,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2262,23,4,2026,15,48,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2263,23,4,2026,15,53,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2264,23,4,2026,16,13,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2265,23,4,2026,16,18,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2266,23,4,2026,16,43,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2267,23,4,2026,16,52,23-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2268,24,4,2026,8,11,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2269,24,4,2026,8,18,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2270,24,4,2026,8,28,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2271,24,4,2026,8,58,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2272,24,4,2026,9,2,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2273,24,4,2026,10,50,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2274,24,4,2026,11,1,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2275,24,4,2026,13,54,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2276,24,4,2026,15,37,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2277,24,4,2026,19,7,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2278,24,4,2026,19,15,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2279,24,4,2026,21,24,24-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2280,25,4,2026,10,56,25-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2281,25,4,2026,11,3,25-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2282,25,4,2026,23,31,25-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2283,27,4,2026,7,51,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2284,27,4,2026,8,0,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2285,27,4,2026,8,14,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2286,27,4,2026,11,2,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2287,27,4,2026,11,30,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2288,27,4,2026,11,33,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2289,27,4,2026,11,57,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2290,27,4,2026,13,26,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2291,27,4,2026,13,46,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2292,27,4,2026,15,45,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2293,27,4,2026,20,5,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2294,27,4,2026,20,22,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2295,27,4,2026,20,47,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2296,27,4,2026,20,51,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2297,27,4,2026,20,54,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2298,27,4,2026,21,15,27-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2299,28,4,2026,6,54,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2300,28,4,2026,10,36,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2301,28,4,2026,10,56,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2302,28,4,2026,12,59,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2303,28,4,2026,13,38,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2304,28,4,2026,13,56,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2305,28,4,2026,15,9,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2306,28,4,2026,20,43,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2307,28,4,2026,20,51,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2308,28,4,2026,22,25,28-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2309,29,4,2026,10,17,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2310,29,4,2026,10,25,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2311,29,4,2026,10,32,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2312,29,4,2026,12,7,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2313,29,4,2026,12,26,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2314,29,4,2026,12,40,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2315,29,4,2026,13,14,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2316,29,4,2026,13,59,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2317,29,4,2026,14,40,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2318,29,4,2026,14,45,29-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2319,30,4,2026,7,40,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2320,30,4,2026,8,54,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2321,30,4,2026,9,42,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2322,30,4,2026,10,6,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2323,30,4,2026,12,0,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2324,30,4,2026,13,33,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2325,30,4,2026,14,19,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2326,30,4,2026,18,5,30-Apr-2026,Abril,Trimestre II,Semestre I,0,0
2327,1,5,2026,16,39,01-May-2026,Mayo,Trimestre II,Semestre I,0,0
2328,2,5,2026,16,39,02-May-2026,Mayo,Trimestre II,Semestre I,0,0
2329,3,5,2026,17,14,03-May-2026,Mayo,Trimestre II,Semestre I,0,0
2330,4,5,2026,9,40,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2331,4,5,2026,10,21,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2332,4,5,2026,10,25,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2333,4,5,2026,10,50,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2334,4,5,2026,11,19,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2335,4,5,2026,12,30,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2336,4,5,2026,13,27,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2337,4,5,2026,15,49,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2338,4,5,2026,16,47,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2339,4,5,2026,16,57,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2340,4,5,2026,17,54,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2341,4,5,2026,17,55,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2342,4,5,2026,19,10,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2343,4,5,2026,23,41,04-May-2026,Mayo,Trimestre II,Semestre I,0,0
2344,5,5,2026,9,12,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2345,5,5,2026,9,50,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2346,5,5,2026,10,21,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2347,5,5,2026,12,34,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2348,5,5,2026,14,23,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2349,5,5,2026,14,46,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2350,5,5,2026,15,13,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2351,5,5,2026,16,31,05-May-2026,Mayo,Trimestre II,Semestre I,0,0
2352,6,5,2026,8,7,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2353,6,5,2026,9,3,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2354,6,5,2026,9,9,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2355,6,5,2026,9,41,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2356,6,5,2026,11,5,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2357,6,5,2026,12,35,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2358,6,5,2026,13,40,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2359,6,5,2026,14,49,06-May-2026,Mayo,Trimestre II,Semestre I,0,0
2360,7,5,2026,8,14,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2361,7,5,2026,9,48,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2362,7,5,2026,11,2,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2363,7,5,2026,11,9,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2364,7,5,2026,12,5,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2365,7,5,2026,13,37,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2366,7,5,2026,14,16,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2367,7,5,2026,14,27,07-May-2026,Mayo,Trimestre II,Semestre I,0,0
2368,8,5,2026,11,15,08-May-2026,Mayo,Trimestre II,Semestre I,0,0
2369,8,5,2026,16,7,08-May-2026,Mayo,Trimestre II,Semestre I,0,0
2370,8,5,2026,17,23,08-May-2026,Mayo,Trimestre II,Semestre I,0,0
2371,10,5,2026,16,7,10-May-2026,Mayo,Trimestre II,Semestre I,0,0
2372,10,5,2026,16,29,10-May-2026,Mayo,Trimestre II,Semestre I,0,0
2373,10,5,2026,20,28,10-May-2026,Mayo,Trimestre II,Semestre I,0,0
2374,11,5,2026,8,37,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2375,11,5,2026,10,4,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2376,11,5,2026,10,13,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2377,11,5,2026,10,48,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2378,11,5,2026,11,15,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2379,11,5,2026,12,26,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2380,11,5,2026,12,37,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2381,11,5,2026,12,40,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2382,11,5,2026,13,0,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2383,11,5,2026,14,1,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2384,11,5,2026,14,30,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2385,11,5,2026,14,48,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2386,11,5,2026,15,36,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2387,11,5,2026,17,13,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2388,11,5,2026,17,25,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2389,11,5,2026,17,38,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2390,11,5,2026,18,20,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2391,11,5,2026,18,28,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2392,11,5,2026,18,43,11-May-2026,Mayo,Trimestre II,Semestre I,0,0
2393,12,5,2026,7,40,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2394,12,5,2026,8,9,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2395,12,5,2026,9,35,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2396,12,5,2026,11,5,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2397,12,5,2026,11,9,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2398,12,5,2026,12,37,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2399,12,5,2026,14,49,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2400,12,5,2026,15,12,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2401,12,5,2026,15,14,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2402,12,5,2026,15,34,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2403,12,5,2026,15,37,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2404,12,5,2026,16,14,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2405,12,5,2026,16,18,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2406,12,5,2026,16,38,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2407,12,5,2026,20,2,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2408,12,5,2026,23,22,12-May-2026,Mayo,Trimestre II,Semestre I,0,0
2409,13,5,2026,10,9,13-May-2026,Mayo,Trimestre II,Semestre I,0,0
2410,13,5,2026,10,32,13-May-2026,Mayo,Trimestre II,Semestre I,0,0
